class,mutant,test_index,result_java,result_python,equal_results
DYNAMIC_PROGRAMMING_HIGH_EFFORT_VS_LOW_EFFORT_TASKS_PROBLEM,ORIGINAL,7,268.0,NA,False
DYNAMIC_PROGRAMMING_HIGH_EFFORT_VS_LOW_EFFORT_TASKS_PROBLEM,ORIGINAL,8,5.0,NA,False
DYNAMIC_PROGRAMMING_HIGH_EFFORT_VS_LOW_EFFORT_TASKS_PROBLEM,ORIGINAL,9,453.0,NA,False
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,0,65536.0,281474976710656.0,False
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,1,1024.0,4398046511104.0,False
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,2,32768.0,32768.0,True
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,3,2048.0,3.777893186295716e+22,False
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,4,8388608.0,8388608.0,True
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,5,512.0,2199023255552.0,False
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,6,16384.0,70368744177664.0,False
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,7,8.0,6.338253001141147e+29,False
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,8,16.0,68719476736.0,False
SUM_BINOMIAL_COEFFICIENTS_1,ORIGINAL,9,2097152.0,9007199254740992.0,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,0,65.0,NA,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,1,-1.0,NA,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,2,1.0,NA,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,3,57.0,NA,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,4,60.0,NA,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,5,-1.0,NA,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,6,-1.0,NA,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,7,90.0,NA,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,8,1.0,NA,False
CHOCOLATE_DISTRIBUTION_PROBLEM,ORIGINAL,9,35.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,0,14.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,1,9.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,2,12.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,3,16.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,4,0.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,5,0.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,6,9.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,7,0.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,8,0.0,NA,False
SUM_NODES_K_TH_LEVEL_TREE_REPRESENTED_STRING,ORIGINAL,9,0.0,NA,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,0,5.0,0.0,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,1,11.0,0.0,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,2,13.0,0.0,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,3,13.0,0.0,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,4,7.0,0.0,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,5,3.0,0.0,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,6,16.0,0.0,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,7,17.0,0.0,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,8,13.0,0.0,False
HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1,ORIGINAL,9,5.0,0.0,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,0,0.0,NA,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,1,6.0,NA,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,2,946.0,NA,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,3,18.0,NA,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,4,15.0,NA,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,5,153.0,NA,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,6,0.0,NA,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,7,0.0,NA,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,8,496.0,NA,False
COUNT_PAIRS_WHOSE_PRODUCTS_EXIST_IN_ARRAY,ORIGINAL,9,0.0,NA,False
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,0,194.0,194.0,True
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,1,172.0,172.0,True
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,2,216.0,216.0,True
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,3,130.0,130.0,True
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,4,178.0,178.0,True
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,5,130.0,130.0,True
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,6,256.0,256.0,True
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,7,178.0,178.0,True
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,8,116.0,116.0,True
PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE_1,ORIGINAL,9,210.0,210.0,True
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,0,8.0,NA,False
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,1,8.0,NA,False
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,2,8.0,NA,False
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,3,4.0,NA,False
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,4,6.0,NA,False
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,5,8.0,NA,False
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,6,7.0,NA,False
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,7,8.0,NA,False
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,8,1.0,NA,False
MINIMUM_ROTATIONS_UNLOCK_CIRCULAR_LOCK,ORIGINAL,9,7.0,NA,False
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,0,2054455634.0,2054455634.0,True
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,1,167960.0,167960.0,True
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,2,2509710226100.0,2509710226100.0,True
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,3,293052087900.0,293052087900.0,True
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,4,5005.0,5005.0,True
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,5,293052087900.0,293052087900.0,True
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,6,42757703560.0,42757703560.0,True
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,7,2054455634.0,2054455634.0,True
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,8,97082021465.0,97082021465.0,True
TOTAL_NUMBER_OF_NON_DECREASING_NUMBERS_WITH_N_DIGITS_1,ORIGINAL,9,125595622175.0,125595622175.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,0,147.0,147.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,1,173.0,173.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,2,7.0,7.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,3,3.0,3.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,4,142.0,142.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,5,54.0,54.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,6,57.0,57.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,7,129.0,129.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,8,145.0,145.0,True
SWAP_ALL_ODD_AND_EVEN_BITS,ORIGINAL,9,24.0,24.0,True
UGLY_NUMBERS,ORIGINAL,0,64.0,NA,False
UGLY_NUMBERS,ORIGINAL,1,450.0,NA,False
UGLY_NUMBERS,ORIGINAL,2,1250.0,NA,False
UGLY_NUMBERS,ORIGINAL,3,1152.0,NA,False
UGLY_NUMBERS,ORIGINAL,4,972.0,NA,False
UGLY_NUMBERS,ORIGINAL,5,1000.0,NA,False
UGLY_NUMBERS,ORIGINAL,6,625.0,NA,False
UGLY_NUMBERS,ORIGINAL,7,1000.0,NA,False
UGLY_NUMBERS,ORIGINAL,8,90.0,NA,False
UGLY_NUMBERS,ORIGINAL,9,1.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,0,832.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,1,308.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,2,2.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,3,419.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,4,-182.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,5,7.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,6,895.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,7,450.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,8,0.0,NA,False
MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE,ORIGINAL,9,895.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,0,5.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,1,2.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,2,4.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,3,1.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,4,3.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,5,4.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,6,3.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,7,3.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,8,15.0,NA,False
LENGTH_OF_THE_LONGEST_ARITHMATIC_PROGRESSION_IN_A_SORTED_ARRAY,ORIGINAL,9,2.0,NA,False
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,0,-1.0,-1.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,1,-1.0,-1.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,2,-1.0,-1.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,3,-1.0,-1.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,4,-1.0,-1.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,5,-1.0,-1.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,6,-1.0,-1.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,7,-1.0,-1.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,8,-1.0,-1.0,True
SEARCH_INSERT_AND_DELETE_IN_A_SORTED_ARRAY,ORIGINAL,9,-1.0,-1.0,True
PAINTING_FENCE_ALGORITHM,ORIGINAL,0,725841870.0,725841870.0,True
PAINTING_FENCE_ALGORITHM,ORIGINAL,1,-644708303.0,370622679.0,False
PAINTING_FENCE_ALGORITHM,ORIGINAL,2,656564547.0,7554776.0,False
PAINTING_FENCE_ALGORITHM,ORIGINAL,3,368207355.0,76740139.0,False
PAINTING_FENCE_ALGORITHM,ORIGINAL,4,689629349.0,647498520.0,False
PAINTING_FENCE_ALGORITHM,ORIGINAL,5,-22244959.0,70208793.0,False
PAINTING_FENCE_ALGORITHM,ORIGINAL,6,185258095.0,227130467.0,False
PAINTING_FENCE_ALGORITHM,ORIGINAL,7,-41579936.0,204618786.0,False
PAINTING_FENCE_ALGORITHM,ORIGINAL,8,-626132126.0,797370673.0,False
PAINTING_FENCE_ALGORITHM,ORIGINAL,9,575401434.0,903959704.0,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,0,88.0,NA,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,1,-1408458270.0,NA,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,2,33.0,NA,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,3,28656.0,NA,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,4,28656.0,NA,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,5,572466945.0,NA,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,6,232.0,NA,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,7,196417.0,NA,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,8,1640636602.0,NA,False
SUM_FIBONACCI_NUMBERS,ORIGINAL,9,7.0,NA,False
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,0,false,False,True
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,1,true,True,True
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,2,false,False,True
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,3,true,True,True
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,4,false,False,True
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,5,true,True,True
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,6,true,True,True
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,7,true,True,True
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,8,false,False,True
CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD,ORIGINAL,9,false,False,True
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,0,0.0,NA,False
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,1,0.0,NA,False
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,2,1.0,NA,False
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,3,0.0,NA,False
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,4,0.0,NA,False
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,5,2.0,NA,False
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,6,0.0,NA,False
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,7,0.0,NA,False
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,8,1.0,NA,False
BREAKING_NUMBER_FIRST_PART_INTEGRAL_DIVISION_SECOND_POWER_10,ORIGINAL,9,2.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,0,16.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,1,10.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,2,0.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,3,4.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,4,40.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,5,0.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,6,10.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,7,9.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,8,0.0,NA,False
LARGEST_SUBSEQUENCE_GCD_GREATER_1,ORIGINAL,9,8.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,0,1.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,1,1.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,2,0.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,3,1.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,4,0.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,5,0.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,6,0.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,7,0.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,8,0.0,NA,False
DIFFERENCE_BETWEEN_HIGHEST_AND_LEAST_FREQUENCIES_IN_AN_ARRAY,ORIGINAL,9,1.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,0,1.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,1,-1.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,2,32.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,3,-1.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,4,-1.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,5,-1.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,6,2.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,7,7.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,8,-1.0,NA,False
MAXIMUM_NUMBER_SEGMENTS_LENGTHS_B_C,ORIGINAL,9,-1.0,NA,False
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,0,1369.0,1369.0,True
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,1,165.0,165.0,True
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,2,51.0,51.0,True
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,3,2699.0,2699.0,True
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,4,2605.0,2605.0,True
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,5,5761.0,5761.0,True
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,6,89.0,89.0,True
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,7,61.0,61.0,True
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,8,1509.0,1509.0,True
PROGRAM_FOR_DEADLOCK_FREE_CONDITION_IN_OPERATING_SYSTEM,ORIGINAL,9,2443.0,2443.0,True
DOUBLE_FACTORIAL_1,ORIGINAL,0,0.0,4.6764808100261093e+67,False
DOUBLE_FACTORIAL_1,ORIGINAL,1,-809500672.0,1961990553600.0,False
DOUBLE_FACTORIAL_1,ORIGINAL,2,3.0,3.0,True
DOUBLE_FACTORIAL_1,ORIGINAL,3,145227776.0,81749606400.0,False
DOUBLE_FACTORIAL_1,ORIGINAL,4,-2007602641.0,1.5795207942839547e+35,False
DOUBLE_FACTORIAL_1,ORIGINAL,5,2.0,2.0,True
DOUBLE_FACTORIAL_1,ORIGINAL,6,0.0,4.6764808100261093e+67,False
DOUBLE_FACTORIAL_1,ORIGINAL,7,-1409286144.0,4.2849873690624e+16,False
DOUBLE_FACTORIAL_1,ORIGINAL,8,0.0,6.377706640314571e+22,False
DOUBLE_FACTORIAL_1,ORIGINAL,9,2.0,2.0,True
HYPERCUBE_GRAPH,ORIGINAL,0,0.0,4.722366482869645e+21,False
HYPERCUBE_GRAPH,ORIGINAL,1,268435456.0,268435456.0,True
HYPERCUBE_GRAPH,ORIGINAL,2,0.0,35184372088832.0,False
HYPERCUBE_GRAPH,ORIGINAL,3,0.0,2199023255552.0,False
HYPERCUBE_GRAPH,ORIGINAL,4,0.0,1.9807040628566084e+28,False
HYPERCUBE_GRAPH,ORIGINAL,5,0.0,1.5845632502852868e+29,False
HYPERCUBE_GRAPH,ORIGINAL,6,0.0,1.5845632502852868e+29,False
HYPERCUBE_GRAPH,ORIGINAL,7,0.0,68719476736.0,False
HYPERCUBE_GRAPH,ORIGINAL,8,0.0,2.4758800785707605e+27,False
HYPERCUBE_GRAPH,ORIGINAL,9,0.0,1.9342813113834067e+25,False
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,0,72.0,72.0,True
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,1,-28.0,-28.0,True
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,2,1.0,1.0,True
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,3,25.0,25.0,True
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,4,104.0,104.0,True
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,5,0.0,0.0,True
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,6,10.0,10.0,True
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,7,34.0,34.0,True
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,8,0.0,0.0,True
FIND_THE_ELEMENT_THAT_APPEARS_ONCE,ORIGINAL,9,1.0,1.0,True
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,0,256.0,NA,False
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,1,0.0,NA,False
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,2,33554432.0,NA,False
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,3,0.0,NA,False
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,4,0.0,NA,False
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,5,64.0,NA,False
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,6,0.0,NA,False
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,7,0.0,NA,False
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,8,0.0,NA,False
SUM_BINOMIAL_COEFFICIENTS,ORIGINAL,9,0.0,NA,False
COUNT_DISTINCT_OCCURRENCES_AS_A_SUBSEQUENCE,ORIGINAL,0,3.0,NA,False
COUNT_DISTINCT_OCCURRENCES_AS_A_SUBSEQUENCE,ORIGINAL,1,2.0,NA,False
